0:00,6000,450
0:30,6000,450
1:00,6000,450
1:30,6000,450
2:00,6000,450
2:30,6000,450
3:00,6000,450
3:30,6000,450
4:00,6000,450
4:30,6000,450
5:00,6000,450
5:30,6000,450
6:00,6000,450
6:30,6000,450
7:00,6000,450
7:30,6000,450
8:00,6000,450
8:30,6000,450
9:00,6000,450
9:30,6000,450
10:00,6000,450
10:30,6000,450
11:00,6000,450
11:30,6000,450
12:00,6000,450
12:30,6000,450
13:00,6000,450
13:30,6000,450
14:00,6000,450
14:30,6000,450
15:00,6000,450
15:30,6000,450
16:00,6000,450
16:30,6000,450
17:00,6000,450
17:30,6000,450
18:00,6000,450
18:30,6000,450
19:00,6000,450
19:30,6000,450
20:00,6000,450
20:30,6000,450
21:00,6000,450
21:30,6000,450
22:00,6000,450
22:30,6000,450
23:00,6000,450
23:30,6000,450
24:00,6000,450
