0:00,5022,500
0:30,5003,500
1:00,5058,500
1:30,5022,500
2:00,5040,500
2:30,5040,500
3:00,5003,500
3:30,5003,500
4:00,5040,500
4:30,5040,500
5:00,5040,500
5:30,5040,500
6:00,5040,500
6:30,5040,500
7:00,5022,500
7:30,5058,500
8:00,5022,500
8:30,5058,500
9:00,5058,500
9:30,5077,500
10:00,5077,500
10:30,5077,500
11:00,5058,500
11:30,5058,500
12:00,5022,500
12:30,5022,500
13:00,5022,500
13:30,5022,500
14:00,5003,500
14:30,5003,500
15:00,5003,500
15:30,5040,500
16:00,5040,500
16:30,5022,500
17:00,5022,500
17:30,5022,500
18:00,5022,500
18:30,5022,500
19:00,5022,500
19:30,5022,500
20:00,5040,500
20:30,5040,500
21:00,5022,500
21:30,5022,500
22:00,5022,500
22:30,5022,500
23:00,4985,500
23:30,4985,500
24:00,4985,500
