0:00,3500,0
0:30,4000,50
1:00,4500,100
1:30,5000,150
2:00,5500,200
2:30,6000,250
3:00,6500,300
3:30,6000,250
4:00,5500,200
4:30,5000,150
5:00,4500,100
5:30,4000,50
6:00,3500,0
6:30,3500,0
7:00,3500,0
7:30,3500,0
8:00,3500,0
8:30,3500,0
9:00,3500,0
9:30,3500,0
10:00,3500,0
10:30,3500,0
11:00,3500,0
11:30,3500,0
12:00,3500,0
12:30,3500,0
13:00,3500,0
13:30,3500,0
14:00,3500,0
14:30,3500,0
15:00,3500,0
15:30,3500,0
16:00,3500,0
16:30,3500,0
17:00,3500,0
17:30,3500,0
18:00,3500,0
18:30,3500,0
19:00,3500,0
19:30,3500,0
20:00,3500,0
20:30,3500,0
21:00,3500,0
21:30,3500,0
22:00,3500,0
22:30,3500,0
23:00,3500,0
23:30,3500,0
24:00,3500,0
